Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0.0,96.18667,0.0,335.0,247.0,1569.1666,0.003294118,0.015897436,6.6419115,0.0,Dec,3,7,2,1,Returning_Visitor,False,True
2.0,63.4,0.0,404.58334,162.0,743.26666,0.017761849,0.011846847,12.125869,0.0,Dec,3,1,3,2,Returning_Visitor,False,False
0.0,74.5,4.0,250.0,145.0,194.22858,0.000684932,0.01037037,39.03844,0.0,Mar,1,2,1,11,Returning_Visitor,False,False
0.0,28.8,1.0,84.5,13.0,123.166664,0.05892857,0.003225806,0.0,0.2,Mar,3,2,2,14,Returning_Visitor,False,False
3.0,49.8,0.0,66.13333,51.0,318.5,0.006494118,0.042528737,2.0805335,0.0,Dec,2,11,2,5,Returning_Visitor,False,False
4.0,38.0,12.0,120.666664,217.0,1645.9667,0.008695652,0.027115142,27.616156,0.2,May,2,2,1,2,Returning_Visitor,False,False
21.0,80.5,0.0,13.4,184.0,305.5,0.005228758,0.02254902,21.588,1.0,Mar,2,2,6,6,Returning_Visitor,False,False
0.0,215.5238,14.0,232.73334,80.0,10524.359,0.2,0.009346937,0.30531207,0.0,May,2,2,2,3,Returning_Visitor,False,False
4.0,95.8,0.0,108.9,272.0,300.5,0.08421052,0.003964551,9.221243,1.0,Dec,2,2,2,13,New_Visitor,True,False
6.0,374.36905,0.0,0.0,17.0,448.03333,0.09259259,0.020467836,10.580987,0.0,Mar,2,2,4,14,Returning_Visitor,False,False
13.0,176.66667,0.0,0.0,10.0,468.19168,0.059649125,0.017778905,11.625736,0.0,Mar,1,2,7,2,New_Visitor,True,False
2.0,86.583336,3.0,722.9,24.0,1478.0739,0.000934579,0.018947368,23.4154,1.0,Dec,2,12,3,2,Other,False,False
2.0,205.5,0.0,43.2,247.0,251.0,0.015454545,0.010732401,48.606236,0.0,Mar,1,2,2,3,Returning_Visitor,True,False
18.0,90.875,0.0,1511.7,149.0,1093.175,0.014166667,0.019939048,57.588924,0.2,Oct,3,1,2,19,Returning_Visitor,False,False
17.0,0.0,6.0,278.16666,23.0,1256.2933,0.02136752,0.036190476,19.244051,0.2,Nov,1,4,2,14,Returning_Visitor,False,False
21.0,989.9,6.0,464.875,141.0,2023.2,0.030555556,0.015013618,2.0877826,0.0,Nov,2,4,8,14,Returning_Visitor,True,False
3.0,44.74,0.0,115.8,113.0,300.5,0.038478263,0.05,42.281277,0.0,Nov,2,4,3,2,Returning_Visitor,False,False
0.0,230.32639,0.0,92.5,17.0,2370.7292,0.001025641,0.02882883,13.464063,1.0,Nov,1,2,3,19,Returning_Visitor,True,False
0.0,168.85,0.0,464.875,4.0,112.0,0.003448276,0.012909664,14.137475,0.0,Nov,1,2,2,19,Returning_Visitor,False,False
0.0,438.33096,0.0,15.0,55.0,944.23334,0.030555556,0.032956585,35.03953,0.0,Mar,2,1,2,1,Returning_Visitor,True,True
4.0,272.03333,0.0,206.6,20.0,1204.4166,0.053333335,0.042261906,26.983624,0.0,Mar,2,1,4,3,New_Visitor,False,True
4.0,286.93332,0.0,21.6,132.0,366.5,0.019308468,0.023703704,17.785858,0.0,May,2,1,8,11,Returning_Visitor,False,False
1.0,38.8,0.0,20.2,111.0,1556.4915,0.011827957,0.01960591,25.826765,0.0,May,2,11,1,2,Returning_Visitor,False,False
5.0,246.6,0.0,43.2,136.0,303.4,0.015757576,0.022060247,10.192951,0.0,Nov,4,12,1,2,Returning_Visitor,True,True
26.0,107.5,1.0,269.8,153.0,1423.0,0.00137931,0.033262108,2.8483121,0.0,Nov,3,2,3,13,Returning_Visitor,False,False
3.0,304.58334,2.0,535.0,67.0,2091.4805,0.014038462,0.067,5.1283584,1.0,Nov,2,1,1,5,Returning_Visitor,False,False
6.0,20.2,0.0,99.8,71.0,1183.8267,0.019298246,0.017809523,19.348267,0.0,Oct,2,6,1,3,Returning_Visitor,True,True
13.0,70.666664,8.0,468.4,187.0,710.5,0.066226415,0.086904764,2.9086533,0.0,Mar,2,9,1,2,Other,False,False
7.0,9.0,0.0,39.0,217.0,2435.6975,0.015772358,0.015811967,11.784662,0.0,Nov,2,2,8,6,Returning_Visitor,False,False
0.0,511.5,0.0,68.0,4.0,694.7121,0.002878526,0.008095238,10.734617,1.0,Dec,2,1,2,3,Returning_Visitor,False,False
13.0,146.3,0.0,353.96667,391.0,1615.0,0.011259259,0.002259887,33.444714,1.0,Oct,2,2,2,11,Returning_Visitor,True,True
6.0,229.33333,0.0,1007.5,429.0,207.16667,0.040350877,0.035555556,9.836181,1.0,June,2,9,1,2,Returning_Visitor,True,True
4.0,120.666664,0.0,108.8,125.0,1539.0,0.005847953,0.002564103,4.374401,0.2,May,3,6,1,13,Returning_Visitor,False,False
0.0,170.0,0.0,394.0,67.0,3210.8481,0.045238096,0.021052632,20.916924,0.0,May,1,2,2,2,New_Visitor,True,False
7.0,84.5,0.0,740.0,141.0,1568.65,0.002616034,0.030172413,2.5511408,1.0,May,2,2,1,1,Returning_Visitor,True,True
0.0,211.05,0.0,52.0,2.0,9630.21,0.002597403,0.024712645,1.7910725,0.0,Dec,1,2,3,4,Returning_Visitor,False,False
21.0,462.0,0.0,95.0,176.0,3026.3743,0.007258065,0.027280668,5.9420257,1.0,Nov,3,2,2,3,Returning_Visitor,False,False
24.0,49.3,0.0,151.5,80.0,610.63336,0.000729167,0.054225866,5.6479945,0.0,Mar,3,2,1,2,Returning_Visitor,False,False
7.0,39.5,0.0,341.33334,67.0,171.25,0.074418604,0.022135466,2.2735987,0.0,Oct,1,3,3,11,Returning_Visitor,False,False
4.0,281.63095,2.0,168.375,38.0,259.66666,0.000684932,0.000555556,6.2840447,0.2,Nov,1,12,3,4,Returning_Visitor,False,False
0.0,58.5,4.0,32.0,103.0,46.5,0.003307888,0.01688559,2.3564372,0.0,Feb,3,2,8,11,Returning_Visitor,False,False
3.0,204.75,0.0,497.83334,206.0,1188.2,0.015327635,0.06817043,17.609392,0.2,Mar,2,4,1,6,New_Visitor,False,False
0.0,666.2,0.0,169.2,176.0,384.15714,0.023255814,0.009615385,8.069028,1.0,Sep,2,1,2,6,Returning_Visitor,False,False
20.0,284.0,1.0,258.0,47.0,1465.5553,0.005110897,0.12571429,3.3228662,1.0,May,2,1,6,3,Returning_Visitor,False,False
21.0,39.48,0.0,220.25,122.0,938.0417,0.001449275,0.08962963,22.020716,0.0,Dec,2,6,3,3,Returning_Visitor,True,False
17.0,171.75,0.0,250.66667,27.0,3065.9453,0.003958333,0.009195402,215.00941,0.0,Dec,2,6,2,2,Returning_Visitor,False,False
0.0,176.91333,4.0,298.0,117.0,2435.6975,0.057801418,0.018954247,14.9925,0.0,Mar,3,1,8,1,Returning_Visitor,False,False
10.0,699.0,2.0,270.6,276.0,606.8333,0.004320988,0.049396552,2.8467796,0.0,Mar,2,2,2,5,New_Visitor,False,False
8.0,182.4,1.0,250.0,165.0,281.9,0.010810811,0.08706076,14.699601,0.0,Dec,2,1,2,2,Returning_Visitor,False,False
17.0,69.8,6.0,93.666664,391.0,7221.0,0.018392857,0.011613896,2.5266168,0.0,May,3,2,9,15,Returning_Visitor,True,True
0.0,10.771428,0.0,59.0,8.0,95.0,0.002520046,0.09214286,11.191894,0.0,Mar,2,9,4,19,New_Visitor,False,False
6.0,248.66667,2.0,161.5,111.0,328.9,0.005333333,0.043870967,5.3448987,0.0,Nov,3,2,7,11,New_Visitor,False,False
0.0,109.0,0.0,62.75,138.0,2440.4736,0.015454545,0.016326532,2.0805335,0.0,Nov,1,2,2,3,Returning_Visitor,True,False
3.0,430.157,8.0,54.5,153.0,403.0,0.028733963,0.03717057,9.022741,0.0,May,1,12,3,13,Returning_Visitor,False,False
17.0,322.35,0.0,627.75,138.0,259.66666,0.003312325,0.020767195,44.20382,0.0,May,2,1,1,1,Returning_Visitor,True,False
4.0,140.9,8.0,143.75,19.0,1350.3917,0.002878526,0.025810812,27.650967,0.0,Mar,2,2,2,1,Returning_Visitor,False,False
14.0,101.5,0.0,39.2,24.0,2244.6167,0.002898551,0.000505051,24.512693,0.4,Nov,2,2,1,1,New_Visitor,True,True
6.0,91.316666,0.0,666.7833,71.0,0.5,0.002463054,0.05866667,9.380377,0.0,Mar,3,2,2,1,Returning_Visitor,False,False
4.0,205.5,0.0,214.16667,79.0,4868.0,0.018392857,0.023942797,64.95645,0.4,Dec,1,1,3,15,Returning_Visitor,True,False
0.0,79.5,2.0,985.41907,112.0,64.4,0.013768116,0.034343433,5.1680994,1.0,May,2,2,6,2,Returning_Visitor,True,False
24.0,224.875,1.0,521.9792,19.0,697.51666,0.014692557,0.046464644,15.349886,1.0,May,2,1,1,1,Returning_Visitor,True,True
3.0,150.5,0.0,34.625,141.0,1012.1667,0.023255814,0.020836197,16.1892,0.0,Nov,2,6,2,6,Returning_Visitor,False,False
21.0,92.166664,0.0,297.2,391.0,1544.8551,0.0375,0.07619048,2.0905,0.0,Sep,2,12,1,2,Returning_Visitor,False,False
0.0,44.333332,0.0,53.2,24.0,154.0,0.003954802,0.046428572,9.54306,0.2,Feb,2,2,4,2,Returning_Visitor,True,True
21.0,159.0,0.0,250.0,195.0,709.43335,0.017123288,0.036090225,3.512853,0.0,Mar,1,2,1,6,Returning_Visitor,False,False
2.0,93.0,0.0,168.5,129.0,1571.1238,0.0175,0.008746356,27.81913,0.0,Nov,2,2,2,13,Other,True,False
4.0,15.8,0.0,273.5,191.0,739.8333,0.018392857,0.008461558,35.34967,0.2,Nov,1,1,2,3,Returning_Visitor,False,False
13.0,76.76667,0.0,132.0,184.0,18.2,0.002878526,0.08717949,26.120153,0.0,Nov,2,9,1,14,Returning_Visitor,False,False
0.0,88.75,0.0,101.8,38.0,126.0,0.002878526,0.030501263,42.267918,0.0,Dec,1,1,2,13,Returning_Visitor,False,False
13.0,120.666664,2.0,448.5,47.0,1157.5834,0.02705314,0.060539216,69.462395,0.0,Dec,2,2,4,6,Returning_Visitor,False,False
8.0,250.8,0.0,802.5,245.0,304.33334,0.010638298,0.04386447,3.454874,0.0,May,2,5,1,4,New_Visitor,False,False
8.0,102.86667,0.0,84.0,135.0,95.0,0.13846155,0.027111111,3.2712147,0.0,May,3,6,3,14,Returning_Visitor,False,True
7.0,180.9,0.0,59.0,149.0,669.96796,0.027222222,0.020322582,4.859625,0.2,Nov,2,2,7,19,Returning_Visitor,True,False
6.0,177.5,0.0,1779.1666,179.0,534.875,0.05666667,0.08056217,76.786674,0.0,May,2,7,1,3,Returning_Visitor,True,False
0.0,108.7,1.0,102.8,159.0,1933.8989,0.023794873,0.030238096,20.117514,0.0,Feb,2,6,4,6,Returning_Visitor,False,False
4.0,17.75,0.0,270.6,71.0,35.333332,0.003954802,0.023003664,52.70052,0.2,May,3,8,6,19,Returning_Visitor,True,True
13.0,62.5,0.0,842.3,217.0,1377.7697,0.003108808,0.026200717,22.37276,0.0,May,2,1,2,6,Returning_Visitor,True,True
20.0,72.425,3.0,188.0,71.0,1231.1365,0.005228377,0.02119383,33.444714,0.0,May,2,5,1,1,Returning_Visitor,True,True
1.0,44.295456,0.0,309.0,217.0,857.0,0.009444444,0.002083333,40.184486,0.0,Sep,1,2,1,19,Returning_Visitor,False,True
6.0,5.0666666,0.0,18.0,59.0,53.0,0.015327635,0.016000807,10.192951,0.0,Nov,2,1,3,1,Returning_Visitor,False,False
13.0,96.18667,1.0,49.0,24.0,132.0,0.08,0.027111111,103.06108,0.4,Mar,1,12,6,6,Returning_Visitor,True,False
4.0,74.5,6.0,329.5,176.0,1463.48,0.003076923,0.009142857,31.1904,1.0,Mar,2,1,1,2,Returning_Visitor,False,False
21.0,159.2,0.0,1005.0,130.0,14568.162,0.007395833,0.031709958,7.9646497,0.0,Nov,2,2,7,15,New_Visitor,False,False
7.0,387.5,0.0,153.0,141.0,1026.75,0.006666667,0.022050321,25.826765,0.2,Nov,3,2,1,19,Returning_Visitor,False,False
14.0,67.6,0.0,88.0,13.0,148.75,0.010638298,0.00969697,11.019428,0.2,Mar,2,1,1,11,New_Visitor,True,False
10.0,42.4,1.0,66.13333,9.0,309.8,0.005050505,0.018333333,38.192406,0.0,May,2,13,1,6,Returning_Visitor,False,False
5.0,111.93,4.0,37.833332,15.0,5767.465,0.001492537,0.019108884,89.29549,0.0,May,2,12,2,2,Returning_Visitor,True,False
0.0,23.0,0.0,342.5,40.0,2271.5535,0.04347826,0.06468093,8.63172,1.0,Mar,1,2,1,2,Returning_Visitor,False,False
2.0,1751.0476,0.0,232.73334,92.0,1123.6917,0.13846155,0.012631579,47.995667,1.0,May,4,2,3,1,Returning_Visitor,False,False
1.0,126.25,0.0,382.33334,108.0,917.35,0.012231559,0.007277211,10.57362,0.0,Nov,3,2,2,2,Returning_Visitor,False,False
2.0,72.94444,0.0,84.0,47.0,228.5,0.00721393,0.027205883,9.930187,0.0,Nov,1,8,3,11,Returning_Visitor,False,False
4.0,36.25,14.0,161.5,27.0,595.0095,0.018,0.024358975,23.73891,0.0,May,2,8,2,5,New_Visitor,False,False
4.0,346.70963,0.0,42.4,148.0,524.5,0.023214286,0.056818184,5.6592712,0.0,Nov,2,4,2,5,New_Visitor,False,False
10.0,99.333336,1.0,300.0,8.0,402.80554,0.024,0.015614035,24.73875,0.2,Nov,2,2,2,2,Returning_Visitor,True,False
0.0,206.06667,0.0,19.2,108.0,252.89285,0.005434783,0.029431012,93.77762,1.0,Nov,1,8,2,13,Returning_Visitor,True,True
6.0,121.5,2.0,186.0,151.0,917.35,0.003076923,0.022010917,37.924145,0.0,Feb,2,1,8,1,Returning_Visitor,True,True
13.0,275.33334,0.0,1220.0,362.0,198.9,0.008939014,0.014313725,11.625736,0.0,May,2,1,3,3,Returning_Visitor,False,False
13.0,150.35715,0.0,201.0,183.0,1854.26,0.001273885,0.020349845,37.6992,0.0,May,2,2,4,3,Returning_Visitor,True,True
0.0,253.1,2.0,95.0,192.0,326.0,0.00232288,0.000505051,46.778316,0.0,Oct,1,4,7,2,Other,True,False
21.0,504.25333,0.0,91.5,54.0,6793.3833,0.004242424,0.021312784,19.115068,0.0,Mar,1,1,3,4,Returning_Visitor,True,False
4.0,72.666664,0.0,40.8,20.0,3881.7937,0.017761849,0.027205883,6.871309,1.0,May,3,6,1,13,Returning_Visitor,False,False
0.0,671.0833,0.0,663.9167,260.0,2073.3833,0.018421054,0.027824074,48.660717,1.0,May,2,4,3,2,Returning_Visitor,True,False
1.0,17.348484,1.0,477.6,148.0,0.5,0.016825397,0.003964551,26.41022,0.0,Mar,3,1,2,1,New_Visitor,True,False
6.0,38.2,0.0,663.9167,59.0,519.75,0.000934579,0.007142857,12.122578,0.0,Dec,2,2,1,1,Returning_Visitor,False,False
0.0,90.875,0.0,370.875,206.0,519.9167,0.02804878,0.0096,1.5893298,0.0,May,2,5,3,2,Returning_Visitor,False,False
13.0,504.3,8.0,1368.0,184.0,1838.85,0.066226415,0.002564103,5.721365,0.0,Oct,2,13,8,5,Returning_Visitor,False,True
21.0,74.0,0.0,116.8,191.0,1728.0254,0.006025974,0.05079365,14.137475,0.0,May,2,6,3,1,Returning_Visitor,False,False
17.0,27.533333,4.0,70.5,291.0,449.5,0.002692308,0.096296296,42.42253,1.0,Dec,1,4,1,1,New_Visitor,False,True
4.0,107.5,0.0,435.45,122.0,1957.6167,0.022,0.003492063,12.685832,0.0,Nov,2,1,2,3,Returning_Visitor,False,False
4.0,305.9053,0.0,84.0,8.0,1644.0,0.000934579,0.008286252,18.427406,0.0,Nov,2,6,2,1,Returning_Visitor,True,False
0.0,44.5,0.0,44.5,40.0,300.76666,0.0175,0.03034188,12.7314415,0.0,Nov,2,2,2,2,Returning_Visitor,True,True
13.0,116.1,8.0,2256.9167,122.0,486.14722,0.017123288,0.0345607,7.57047,0.0,Feb,3,6,1,11,Returning_Visitor,True,True
21.0,162.0,1.0,91.30357,184.0,1014.2,0.008732719,0.027681159,2.767055,0.0,Mar,1,2,1,3,Returning_Visitor,False,False
5.0,389.75,4.0,269.8,71.0,1762.25,0.041843973,0.023157895,89.29549,0.0,Nov,3,4,2,3,Returning_Visitor,False,True
8.0,41.4,0.0,160.83333,71.0,414.86667,0.005110897,0.02615581,12.558857,1.0,May,2,6,2,13,New_Visitor,False,False
0.0,93.3,0.0,220.25,74.0,86.53333,0.002325581,0.022377452,30.80928,0.0,Feb,2,4,3,3,Returning_Visitor,False,False
4.0,260.1,4.0,202.5,153.0,143.375,0.012,0.036803965,22.329348,0.0,May,2,6,1,3,Returning_Visitor,False,True
4.0,42.4,0.0,120.666664,92.0,3888.2786,0.002376812,0.006,22.458214,0.0,Nov,2,2,2,2,Returning_Visitor,False,True
20.0,76.333336,0.0,68.2,92.0,165.1,0.005853659,0.01754386,2.9086533,0.0,Oct,1,2,1,4,Returning_Visitor,True,False
4.0,297.20834,0.0,144.5,176.0,1403.7202,0.002406417,0.011613896,15.658084,0.0,Nov,2,9,2,11,Returning_Visitor,False,True
2.0,56.5,8.0,162.0,195.0,3025.5217,0.010209424,0.03390703,27.81913,0.0,May,2,2,2,3,Returning_Visitor,False,True
4.0,21.25,0.0,32.0,6.0,2688.8647,0.005185185,0.01470751,6.7509685,0.0,Feb,2,9,3,2,Returning_Visitor,True,False
0.0,200.0,0.0,164.625,108.0,631.9897,0.020408163,0.049,19.134153,0.0,May,1,11,4,2,Returning_Visitor,False,False
4.0,0.0,2.0,91.30357,42.0,3818.3086,0.007258065,0.028282829,5.6986427,1.0,Mar,2,2,4,1,Returning_Visitor,False,False
6.0,236.9,1.0,21.5,5.0,30.5,0.005063291,0.013793103,13.764736,0.0,Nov,2,1,3,13,New_Visitor,False,False
0.0,49.8,0.0,92.5,2.0,695.5,0.068292685,0.092857145,1.6803188,0.0,May,2,4,1,3,Returning_Visitor,False,False
10.0,177.2,4.0,70.5,165.0,427.08334,0.00232288,0.019117648,7.9639764,0.2,Feb,3,2,3,2,Returning_Visitor,False,False
4.0,114.08,3.0,433.1,338.0,747.0,0.001282051,0.018035252,0.20166372,1.0,Feb,2,9,1,2,Returning_Visitor,False,False
2.0,101.8,4.0,286.66666,470.0,673.4814,0.007083333,0.034027778,33.788,1.0,Nov,2,1,4,11,Returning_Visitor,True,True
0.0,68.73333,0.0,53.2,24.0,747.0,0.000729167,0.021312784,10.102222,0.0,Dec,2,1,3,1,Returning_Visitor,False,False
13.0,103.9,0.0,329.5,129.0,1048.4921,0.05666667,0.007,44.358486,0.0,Sep,2,6,2,11,New_Visitor,False,False
1.0,28.533333,1.0,40.8,191.0,209.25,0.022666667,0.025420874,15.988034,0.2,Mar,1,4,2,13,Returning_Visitor,False,False
0.0,36.25,0.0,15.0,291.0,175.91667,0.002619048,0.038194444,16.322445,0.0,Dec,2,2,1,13,Returning_Visitor,False,False
3.0,82.01111,1.0,353.96667,8.0,10886.877,0.026075268,0.05151515,3.919127,0.0,Nov,1,2,3,1,Returning_Visitor,True,False
0.0,66.2,6.0,306.33334,19.0,737.18195,0.00453159,0.03716312,3.8894594,0.0,Nov,1,2,3,2,Returning_Visitor,False,False
6.0,106.8,0.0,202.5,222.0,982.6,0.066226415,0.006061121,11.386421,0.0,May,2,1,3,3,Returning_Visitor,True,False
5.0,275.33334,0.0,821.0,195.0,1119.8541,3.83e-05,0.018376067,63.45892,0.0,Mar,2,1,7,1,New_Visitor,False,False
17.0,154.79167,6.0,0.0,409.0,2980.8892,0.001492537,0.02737241,2.613453,0.2,May,2,2,3,3,Returning_Visitor,False,False
20.0,182.64285,0.0,20.2,349.0,454.2262,0.012612613,0.038709678,31.758461,0.0,Nov,2,6,1,2,New_Visitor,False,False
13.0,993.0833,0.0,32.5,24.0,2039.0,0.040350877,0.064367816,81.33444,0.0,Dec,2,6,2,19,Returning_Visitor,False,True
5.0,431.0,0.0,398.0,24.0,2559.8984,0.002968037,0.008521303,47.44851,0.0,Nov,2,8,8,2,Returning_Visitor,True,True
3.0,96.18667,0.0,32.0,145.0,944.4056,0.002073171,0.063690476,2.664995,0.0,Dec,2,6,3,5,Returning_Visitor,False,False
6.0,107.5,0.0,173.54,184.0,418.84445,0.04347826,0.012497612,51.117226,0.0,Mar,2,2,3,14,Returning_Visitor,False,False
13.0,149.5,0.0,162.66667,6.0,162.25,0.002040816,0.010385835,22.659412,1.0,May,2,2,1,11,Returning_Visitor,False,False
0.0,424.475,14.0,439.2,222.0,188.0,0.000968661,0.013361447,24.289015,0.0,May,3,12,2,2,Other,False,True
13.0,618.0,0.0,160.83333,138.0,1423.0,0.018918918,0.028013468,26.099955,0.0,Mar,1,1,1,2,Returning_Visitor,True,False
8.0,379.5,6.0,47.4,391.0,553.3333,0.002406417,0.018817203,24.130732,0.2,Mar,2,6,3,3,New_Visitor,False,False
13.0,123.2,1.0,46.666668,195.0,296.5,0.0,0.010822511,153.5777,1.0,May,1,7,3,1,Returning_Visitor,False,False
17.0,844.0,0.0,254.91667,101.0,265.6,0.001257862,0.018034188,33.788,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
6.0,233.6224,0.0,155.33333,4.0,952.9667,0.018421054,0.003773585,270.7847,0.0,Nov,2,6,1,15,Returning_Visitor,True,False
13.0,17.75,0.0,32.5,132.0,1248.1333,0.0265625,0.043075334,6.664239,0.0,Nov,2,2,6,3,Returning_Visitor,False,False
2.0,67.0,0.0,0.0,423.0,1644.0,0.009876543,0.010436508,5.915343,0.0,Dec,2,12,2,3,Returning_Visitor,False,False
