Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
2.0,29.576485,2.0,716.3026,15.0,546.21234,0.0,0.008291216,0.0,0.0,Nov,3,2,1,13,Returning_Visitor,True,False
2.0,84.8953,0.0,0.0,13.0,321.71167,0.014418435,0.00663871,0.0,0.0,Nov,1,1,1,8,New_Visitor,True,False
0.0,0.0,0.0,0.0,6.0,197.2088,0.0,0.025301574,0.0,0.0,Nov,3,2,3,10,Returning_Visitor,False,False
2.0,81.41954,0.0,0.0,38.0,633.529,0.0,0.012808056,9.186013,0.0,Dec,2,2,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,13.0,686.7691,0.05,0.066891186,0.0,0.0,Mar,2,4,5,2,Returning_Visitor,False,False
0.0,0.0,1.0,8.728886,91.07862,3029.4785,0.0064987396,0.029481081,0.0,0.0,Mar,4,1,3,2,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,1.0,0.0,0.19001202,0.12245346,0.0,0.0,Dec,3,2,3,13,Returning_Visitor,False,False
1.0,6.0,2.0,136.2537,16.0,378.4899,0.042181343,0.1,0.0,0.0,Jul,2,4,7,3,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,5.0,102.40293,0.06666667,0.12890899,0.0,0.0,Mar,1,1,2,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,28.0,1305.031,0.0,0.025032602,25.557753,0.0,Nov,2,2,3,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,13.0,521.7325,0.0,0.028571429,0.0,0.0,Dec,4,1,5,2,Returning_Visitor,False,False
0.0,0.0,3.0,150.62663,6.0,425.8308,0.0,0.023214376,0.0,0.0,Nov,2,2,1,20,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,15.0,173.08566,0.045804102,0.06666667,0.0,0.0,Nov,3,2,2,13,Returning_Visitor,True,False
0.0,0.0,1.0,31.73686,48.0,2581.7065,0.0057607624,0.03980456,0.0,0.0,Dec,2,5,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,26.0,627.43274,0.05966212,0.06851224,0.0,0.8,May,1,1,1,4,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,8.0,74.127426,0.0,0.0,0.0,0.0,May,2,2,3,3,Returning_Visitor,True,False
7.0,299.45648,0.0,0.0,45.0,1822.8751,0.008333333,0.014768908,0.0,0.0,Sep,3,2,3,2,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,16.0,305.29898,0.022222223,0.042021077,0.0,1.0,May,3,2,1,2,Returning_Visitor,True,False
7.0,206.00926,0.0,0.0,154.5763,8826.801,0.0108113475,0.021303486,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,7.0,221.16737,0.0,0.033125773,14.555884,0.0,Aug,1,1,1,2,Returning_Visitor,True,True
0.0,0.0,0.0,0.0,2.1309965,102.63367,0.0,0.028571429,0.0,0.0,Nov,1,1,6,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.0,Nov,3,2,2,1,Returning_Visitor,False,False
2.0,25.632519,0.0,0.0,4.0,354.59964,0.0,0.0062728003,0.0,0.0,Mar,2,4,7,2,Returning_Visitor,False,False
2.0,61.058495,1.0,55.17324,9.0,247.94661,0.0,0.022174008,0.0,0.0,Mar,2,2,4,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,15.0,392.77496,0.0,0.026185773,0.0,0.0,Nov,2,5,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,18.0,247.84598,0.0,0.038272068,0.0,0.0,Dec,2,2,1,1,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,25.0,458.4,0.0,0.004708037,0.0,0.0,May,3,2,1,1,Returning_Visitor,True,False
6.0,324.0684,0.0,0.0,26.137592,925.783,0.0,0.007073666,34.28876,0.0,Jul,4,1,3,10,Returning_Visitor,False,True
2.0,12.995479,0.0,0.0,13.0,356.81763,0.0,0.0053769164,0.0,0.0,Mar,2,2,8,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,4.0,355.59732,0.06666667,0.06666667,0.0,0.0,May,3,2,1,3,Returning_Visitor,True,False
3.0,99.62689,0.0,0.0,44.38914,1341.063,0.0,0.00952381,19.571121,0.0,Nov,2,2,1,1,Returning_Visitor,True,True
2.0,36.106773,0.0,0.0,19.0,132.03682,0.0,0.010449256,0.0,0.0,Oct,2,2,1,6,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,3.0,71.90369,0.0,0.030048065,0.0,0.0,Dec,1,1,5,2,Returning_Visitor,False,False
3.0,44.17753,0.0,0.0,7.0,59.875706,0.0,0.029930001,0.0,0.0,May,2,2,4,2,Returning_Visitor,False,False
3.0,48.42182,3.0,24.968267,12.0,790.63995,0.018181818,0.03695593,0.0,0.0,May,1,1,7,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.0,Feb,2,4,4,3,Returning_Visitor,False,False
2.0,4.0244675,0.0,0.0,13.0,101.50792,0.007860982,0.03199511,0.0,0.0,Nov,3,2,6,2,Returning_Visitor,True,False
0.0,0.0,4.0,296.49707,0.0,0.0,0.0,0.0629657,0.0,0.0,June,1,1,1,4,Returning_Visitor,True,False
4.0,81.67906,0.0,0.0,21.0,982.6453,0.012476566,0.01252656,88.335846,0.0,Jul,2,2,6,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,11.0,102.31089,0.0,0.05,0.0,0.0,Dec,2,10,9,1,Returning_Visitor,False,False
2.0,14.108436,3.0,96.30314,37.524254,1558.3579,0.0068257637,0.03820684,0.0,0.0,Nov,1,1,1,1,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,11.0,97.82313,0.015527043,0.1,0.0,0.6,May,2,2,9,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.470201,0.0,0.2,0.2,0.0,0.0,May,4,2,1,13,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,7.0,0.0,0.024180505,0.09003854,0.0,0.0,Mar,1,1,3,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,9.0,13.007025,0.0,0.037586786,0.0,0.0,May,1,1,4,3,Returning_Visitor,False,False
1.0,13.260737,0.0,0.0,23.650589,258.992,0.0,0.018970057,0.0,0.0,Jul,3,2,3,4,Returning_Visitor,False,False
1.0,79.725235,0.0,0.0,11.0,458.3253,0.0,0.012761421,0.0,0.0,Mar,3,2,9,1,Returning_Visitor,True,False
3.0,83.27644,0.0,0.0,26.0,1525.8439,0.006659739,0.016666668,2.1788905,0.0,Mar,2,5,7,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,46.348263,1258.8862,0.015728433,0.04,45.320087,0.0,Nov,1,1,1,2,Returning_Visitor,False,False
4.0,119.21317,6.574135,0.0,3.0,0.0,0.0,0.014369772,0.0,0.0,Nov,2,2,6,2,New_Visitor,True,True
0.0,0.0,0.0,64.54843,40.18443,1138.7394,0.042648535,0.08527207,0.0,0.0,Dec,2,2,7,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,8.0,0.0,0.042676922,0.06666667,0.0,0.0,May,2,2,1,13,Returning_Visitor,False,False
2.0,97.54213,0.0,0.0,3.0,196.27351,0.0,0.028431209,0.0,1.0,May,1,1,2,3,New_Visitor,True,False
0.0,0.0,7.1409836,909.8457,129.75021,7601.721,0.0030342645,0.020763472,0.0,0.0,Nov,2,2,4,2,Returning_Visitor,True,True
10.157017,67.65613,2.0,102.60088,39.0,578.32275,0.0049360557,0.014285714,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,8.0,143.87624,0.0,0.0346515,0.0,0.0,Nov,2,2,4,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,18.082788,0.0,0.2,0.0,0.0,May,3,2,3,1,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,14.0,830.8219,0.00952381,0.013333333,0.0,0.0,Jul,1,1,1,2,New_Visitor,False,False
2.0,18.085508,0.0,0.0,23.0,568.0603,0.0,0.01,0.0,0.0,May,2,2,1,2,New_Visitor,False,False
0.0,0.0,0.0,0.0,14.0,302.1919,0.041974258,0.066699885,0.0,0.0,Nov,3,2,5,3,Returning_Visitor,False,False
5.0,52.864956,0.0,0.0,40.0,880.8579,0.0069182804,0.035378657,0.0,0.0,Dec,2,2,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.0,76.43354,0.0,0.05,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,9.251944,197.21527,0.0,0.008990487,88.22856,0.0,Jul,2,2,1,2,New_Visitor,False,True
1.0,0.0,0.0,0.0,39.690838,731.44696,0.0057475464,0.017169787,0.0,0.0,Dec,2,2,9,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,15.0,268.47604,0.0,0.014647855,0.0,0.0,Dec,3,2,3,2,New_Visitor,False,False
2.0,53.672005,0.0,0.0,9.591394,82.71642,0.0,0.012828694,0.0,0.0,Jul,1,1,1,2,New_Visitor,False,False
1.0,107.56189,0.0,0.0,67.856705,2086.112,0.0,0.0059191757,0.0,0.0,Mar,2,2,1,6,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Mar,3,2,3,6,Returning_Visitor,False,False
7.0,771.05194,3.0,0.0,338.52194,10501.262,0.0008426823,0.015384615,0.0,0.0,Nov,2,2,9,2,Returning_Visitor,False,True
2.0,485.37363,0.0,0.0,28.0,1389.6656,0.011936372,0.019247066,0.0,0.0,May,4,2,2,1,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,9.0,906.0464,0.0,0.0040857443,0.0,0.0,Nov,3,3,1,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,12.0,808.81323,0.016311496,0.06615175,0.0,0.0,Feb,2,2,7,1,Returning_Visitor,False,False
9.0,441.39673,2.0,32.396553,49.372406,1010.2638,0.011907252,0.025,75.68159,0.6,May,2,2,1,3,Returning_Visitor,False,False
2.0,70.191696,0.0,0.0,39.40988,536.66846,0.013845108,0.019673677,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,May,1,1,2,1,Returning_Visitor,False,False
2.0,26.840446,0.0,0.0,27.0,722.14996,0.0,0.009013266,0.0,0.0,Mar,3,2,8,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,11.0,220.68849,0.028571429,0.042617235,0.0,1.0,May,2,2,4,1,Returning_Visitor,False,False
1.0,69.09699,0.0,0.0,23.0,613.86395,0.0,0.010057459,39.57289,0.0,May,2,2,4,3,New_Visitor,False,False
5.0,133.60005,1.0,8.653014,15.0,368.94852,0.01999627,0.02049809,0.0,1.0,May,3,2,6,3,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,51.848118,3911.4224,0.004071815,0.025494635,0.0,0.0,Mar,2,4,1,1,Returning_Visitor,False,False
2.0,41.837936,0.0,0.0,13.098109,218.04065,0.0,0.023196843,0.0,0.0,Dec,2,2,2,4,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,35.967117,0.0,0.045753222,0.0,1.0,Jul,3,2,1,1,Returning_Visitor,False,False
1.0,0.0,0.0,0.0,11.0,110.5632,0.0,0.04249238,0.0,0.0,May,2,2,2,4,Returning_Visitor,False,False
5.0,180.88893,3.0,163.70576,66.45765,2405.6777,0.003721934,0.01728712,35.75243,0.0,Nov,2,4,3,1,Returning_Visitor,False,False
6.0,528.5129,3.0,224.39955,19.0,1346.3276,0.022428118,0.017397441,26.929396,0.0,Dec,1,1,2,2,Returning_Visitor,False,False
1.0,20.977282,0.0,0.0,112.18707,3520.6628,0.004391462,0.0075313337,17.326557,0.0,May,2,2,8,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,8.0,755.72125,0.03586945,0.05,0.0,0.0,Nov,3,2,2,13,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.0,0.0,0.06548077,0.2,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,24.093847,669.4283,0.013009101,0.011111111,0.0,0.0,Nov,1,8,7,13,Returning_Visitor,False,False
0.0,0.0,1.0,36.65997,29.0,992.1082,0.0154372845,0.04270712,0.0,0.0,Mar,1,1,4,3,Returning_Visitor,False,False
2.0,63.26537,0.0,0.0,32.0,363.89798,0.0,0.002957929,18.961464,0.0,May,2,2,1,3,New_Visitor,False,False
2.0,316.77142,0.0,0.0,23.0,726.67633,0.0,0.025,0.0,0.0,Dec,1,1,4,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,25.0,964.80066,0.0,0.008264753,0.0,1.0,May,2,2,1,2,Returning_Visitor,True,True
0.0,0.0,0.0,0.0,14.0,910.1778,0.0,0.008333333,17.93817,0.0,Nov,2,2,8,2,New_Visitor,False,True
0.0,0.0,0.0,0.0,3.0,268.01205,0.0,0.016886123,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,4.0,42.100548,0.0,0.049971454,0.0,0.0,Nov,2,2,4,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,10.0,130.23923,0.0,0.028075201,0.0,1.0,May,2,2,6,2,Returning_Visitor,False,False
4.0,54.176918,0.0,0.0,65.74752,1619.5442,0.0,0.003434319,0.0,0.0,Jul,2,2,4,1,Returning_Visitor,True,False
2.0,115.48256,0.0,0.0,73.993034,585.65344,0.0,0.002503673,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.0,Mar,3,2,4,10,Returning_Visitor,True,False
8.0,79.48998,0.0,0.0,20.0,615.87994,0.005555556,0.02690832,0.0,0.0,Nov,2,2,4,2,New_Visitor,False,True
0.0,0.0,0.0,0.0,24.586409,513.33136,0.0077231387,0.022101581,0.0,0.0,May,1,1,2,2,Returning_Visitor,False,False
5.0,120.32193,1.0,12.705541,139.03348,3774.1653,0.004821571,0.018139739,0.0,0.0,May,2,2,4,8,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,31.0,551.15295,0.009094351,0.011883467,0.0,0.0,Dec,1,1,3,2,Returning_Visitor,False,False
5.0,56.620434,0.0,0.0,28.61619,638.8496,0.0,0.0021783933,0.0,0.0,Nov,2,2,1,4,New_Visitor,False,False
6.0,199.4729,0.0,0.0,12.860659,503.63467,0.0,0.019150218,33.291485,0.0,Dec,1,1,3,2,Returning_Visitor,False,False
2.0,20.78294,0.0,0.0,59.0,951.3815,0.0049864617,0.020324914,22.424374,0.0,Jul,2,10,2,1,Returning_Visitor,False,False
0.0,0.0,1.0,12.828615,36.0,3996.36,0.016666668,0.036412697,0.0,1.0,Feb,3,2,4,1,Returning_Visitor,False,False
4.0,298.89407,0.0,0.0,41.0,1921.087,0.0,0.0034445478,0.0,0.0,Oct,2,2,1,2,New_Visitor,False,False
2.0,47.16484,0.0,0.0,114.99739,1670.6599,0.005864048,0.009776744,0.0,0.0,Nov,1,1,1,2,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,3.0,32.94079,0.0,0.0,0.0,0.0,Dec,2,5,1,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,12.0,290.1063,0.0,0.028571429,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,False,False
1.0,135.54486,0.0,0.0,17.0,665.8821,0.035535306,0.036309816,0.0,0.0,May,3,2,8,13,Returning_Visitor,False,False
4.0,116.19484,6.512097,246.62709,122.51459,5083.357,0.0,0.0073574497,81.809044,0.0,Dec,2,2,5,2,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,4.6296515,117.18533,0.0,0.037497733,0.0,0.0,Nov,2,2,1,2,New_Visitor,False,False
0.0,0.0,0.0,0.0,6.0,243.7874,0.030903017,0.1266633,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
0.0,0.0,1.0,193.14369,30.0,1180.0294,0.0,0.022138823,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,True,False
3.0,59.793266,0.0,0.0,20.0,443.50833,0.016751125,0.03333333,0.0,0.0,May,1,2,3,4,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,1.0,117.64855,0.0,0.05123155,0.0,0.0,May,3,3,3,11,Returning_Visitor,True,False
2.0,23.002466,0.0,0.0,30.0,677.7276,0.008562455,0.020836879,0.0,0.0,Nov,2,2,2,2,Returning_Visitor,False,False
2.0,17.701155,0.0,0.0,50.0,1101.5494,0.0,0.018864179,40.412277,0.0,Dec,2,2,1,1,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,21.452095,316.34982,0.0106598595,0.03904553,0.0,0.0,Dec,4,2,4,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0112785,22.469555,0.0,0.1,0.0,0.0,May,2,4,4,1,Returning_Visitor,False,False
1.0,28.819456,0.0,0.0,80.407074,2529.798,0.0010534861,0.021518428,0.0,0.0,Mar,2,4,3,1,Returning_Visitor,False,False
4.0,73.1826,3.0,9.576283,15.0,375.2935,0.0,0.018049553,0.0,0.0,Dec,2,2,3,3,Returning_Visitor,False,False
3.0,54.129505,0.0,0.0,28.719645,390.0383,0.0066942987,0.020914625,0.0,1.0,May,3,4,3,3,Returning_Visitor,True,False
4.0,124.9056,0.0,0.0,6.0,78.604324,0.0,0.018181818,0.0,1.0,Feb,1,1,2,3,Returning_Visitor,False,False
4.0,102.213104,0.0,0.0,16.684618,225.39017,0.0,0.011651885,0.0,0.0,Dec,3,2,1,2,New_Visitor,False,False
0.0,0.0,0.0,0.0,7.0,164.69167,0.027314821,0.06666667,0.0,0.0,Mar,4,2,1,1,New_Visitor,True,False
13.925951,824.0695,3.0,917.92804,76.4454,3647.676,0.0056196786,0.018196061,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,True,True
0.0,0.0,0.0,0.0,4.9920273,143.2169,0.0,0.05,0.0,0.0,Nov,2,5,4,3,Returning_Visitor,False,False
3.0,38.119663,0.0,0.0,8.0,160.81924,0.0,0.014555581,0.0,0.0,Mar,1,1,1,8,New_Visitor,False,True
0.0,0.0,0.0,0.0,26.131987,1266.8832,0.053929035,0.05015843,0.0,0.0,Nov,3,2,7,6,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,73.08444,0.0,0.04,0.0,0.0,Mar,3,2,6,1,Returning_Visitor,True,False
2.0,141.32655,0.0,0.0,30.0,832.00476,0.0053978115,0.018315846,0.0,0.0,Nov,2,2,4,10,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,55.0,1462.3218,0.0,0.009897009,0.0,0.0,Dec,2,2,4,2,Returning_Visitor,False,False
9.0,59.71995,1.0,91.61558,280.72614,4691.108,0.0072747627,0.024861163,0.0,0.0,Nov,2,2,4,1,Returning_Visitor,False,False
5.0,37.498753,3.0,135.65111,54.399586,1374.7817,0.0077381115,0.028571429,0.0,0.0,Jul,2,2,3,4,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.04,0.0,0.0,Mar,4,1,3,3,Returning_Visitor,False,False
6.0,106.47686,0.0,0.0,17.0,367.6669,0.0,0.0125,3.0145004,0.0,Aug,2,2,1,11,Returning_Visitor,True,True
3.0,119.87058,1.0,128.87291,24.0,896.0255,0.0,0.009930065,45.734184,0.0,Nov,3,2,1,20,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,3.0,54.40927,0.06666667,0.2,0.0,0.0,Mar,1,1,3,1,Returning_Visitor,False,False
2.0,0.0,0.0,0.0,137.38432,4287.47,0.0044816043,0.019366657,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,21.0,631.0702,0.0,0.009092918,0.0,0.77346474,May,2,2,2,6,New_Visitor,False,False
6.0,54.744617,0.0,0.0,112.21623,4580.4717,0.007692308,0.020778654,0.0,0.0,Nov,1,1,1,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,6.0,96.40624,0.04,0.06698327,0.0,0.0,Sep,1,1,4,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,9.0,863.4727,0.025,0.04286895,0.0,0.0,Mar,3,2,9,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,33.84336,1049.4772,0.0,0.0011111097,0.0,0.0,Dec,2,6,4,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,23.0,857.152,0.0125,0.025,39.417324,0.0,Nov,3,2,4,2,Returning_Visitor,False,True
21.664307,452.49744,0.0,36.494602,191.58623,9140.13,0.004327964,0.01526811,26.216837,0.0,Sep,2,2,2,13,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,50.0,1293.2446,0.00391769,0.031191997,0.0,0.0,Dec,2,2,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,16.534843,187.29607,0.020737052,0.04,0.0,0.0,Oct,3,2,7,13,Returning_Visitor,False,False
7.0,150.76378,0.0,0.0,85.9995,2267.3767,0.011285862,0.02,0.0,0.0,Aug,3,2,3,13,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,43.529896,1280.6102,0.0,0.003919618,0.0,0.0,Mar,3,2,1,3,New_Visitor,True,False
0.0,0.0,0.0,0.0,49.0,1808.7646,0.0,0.007976653,0.0,0.0,Nov,4,2,4,2,Returning_Visitor,True,False
4.0,97.63063,1.0,29.241364,30.0,912.99524,0.025,0.025,0.0,0.0,Nov,1,1,9,2,Other,False,False
0.0,0.0,0.0,0.0,10.0,80.2025,0.0,0.030715996,0.0,0.0,May,4,1,1,4,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,45.034412,2104.4878,0.01,0.026294444,0.0,0.6,May,2,2,3,4,Returning_Visitor,False,False
5.0,117.51154,0.0,0.0,111.96777,2209.7957,0.020736108,0.0374746,0.0,0.0,May,3,2,1,1,Returning_Visitor,False,False
6.0,379.43298,0.0,0.0,27.0,2359.5186,0.012214364,0.038355984,0.0,0.0,May,2,2,1,2,Returning_Visitor,False,False
2.0,46.560898,0.0,0.0,8.0,220.39015,0.0,0.013333333,0.0,0.0,Dec,8,1,6,20,Other,False,False
0.0,0.0,0.0,0.0,24.0,382.8767,0.011714623,0.025933255,0.0,0.0,Nov,3,2,1,13,Returning_Visitor,False,False
2.0,13.101136,0.0,0.0,4.0,29.155357,0.035943303,0.06666667,0.0,0.0,Nov,2,2,7,1,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,6.0,60.13857,0.012722921,0.04,0.0,0.0,May,2,5,3,3,Returning_Visitor,False,False
2.0,153.28574,0.0,0.0,13.0,723.2011,0.0045414283,0.0075882506,0.0,0.0,Aug,1,1,3,2,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,10.0,219.49014,0.0,0.021426957,0.0,0.0,Nov,3,6,1,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,32.0,745.5376,0.05,0.057628095,0.0,0.4,May,2,2,2,13,Returning_Visitor,False,False
1.0,18.023691,0.0,0.0,23.0,1153.9254,0.0,0.018181818,26.4481,0.0,Jul,2,2,8,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,38.0,1811.0767,0.011765188,0.02025438,0.0,0.0,Dec,1,1,3,2,Returning_Visitor,False,False
3.0,80.69533,0.0,0.0,4.0,93.406006,0.0,0.009587223,0.0,0.0,Dec,2,4,3,2,New_Visitor,False,False
2.0,28.939695,3.0,249.63171,57.758133,3003.0315,0.0033617187,0.020776052,5.1969256,0.6,May,2,2,2,2,Returning_Visitor,False,False
3.0,0.7571594,0.0,0.0,11.0,200.85292,0.0,0.017921729,0.0,0.0,Nov,2,2,2,2,New_Visitor,True,False
0.0,0.0,0.0,0.0,48.591778,184.0999,0.0,0.001970906,0.0,0.0,Mar,2,2,3,3,Returning_Visitor,False,False
13.0,165.02686,0.0,0.0,28.997854,386.46054,0.012541615,0.015794465,0.0,0.0,Jul,3,2,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,14.0,151.27872,0.013338046,0.042431146,0.0,0.0,Nov,4,1,3,3,Returning_Visitor,False,False
2.0,109.77486,1.0,0.0,7.0,364.95636,0.03934853,0.06666667,0.0,0.0,Sep,2,2,1,1,Returning_Visitor,False,False
2.0,45.529583,1.0,40.159286,15.0,1171.1385,0.013336984,0.015360001,77.575584,0.0,Nov,1,1,1,3,Returning_Visitor,True,True
1.0,5.0,0.0,0.0,262.42963,11250.215,0.0,0.0067291423,0.0,0.0,Nov,2,2,6,2,Returning_Visitor,False,False
2.0,110.531494,0.0,0.0,36.0,1609.4244,0.0,0.0042847316,0.0,0.0,May,2,2,3,1,Returning_Visitor,False,False
6.0,399.89645,0.0,0.0,20.0,450.6408,0.005282541,0.008333333,0.0,0.0,Dec,2,2,6,1,Returning_Visitor,False,False
5.0,309.78607,0.0,0.0,99.49693,1149.4622,0.0035660479,0.01672582,0.0,0.0,Nov,1,1,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,8.0,302.63663,0.0,0.020065704,0.0,0.0,Mar,1,1,1,10,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,5.0,313.222,0.0,0.02370947,0.0,0.0,Nov,2,4,1,2,New_Visitor,False,False
0.0,0.0,0.0,0.0,6.0,329.23114,0.0,0.04,31.169655,0.0,Dec,1,1,1,2,New_Visitor,False,True
